"name","kingdom","class","phylum","scientificName","family","species","order","genus","yearPublished","populationTrend","biogeographicalRealms","systems","scopes","lastAssessed","estimatedPopulation","threats","habitats"
"Samana Least Gecko","animalia","reptilia","chordata","Sphaerodactylus samanensis","sphaerodactylidae","samanensis","squamata","sphaerodactylus",2016,"Decreasing","Neotropical","Terrestrial","Global","24 July 2015",NA,"Agriculture & aquaculture","Forest"
"Cochran's Least Gecko","animalia","reptilia","chordata","Sphaerodactylus cochranae","sphaerodactylidae","cochranae","squamata","sphaerodactylus",2016,"Unknown","Neotropical","Terrestrial","Global","23 July 2015",NA,"Agriculture & aquaculture","Forest"
"Iphis Monarch","animalia","aves","chordata","Pomarea iphis","monarchidae","iphis","passeriformes","pomarea",2017,"Stable","Oceanian","Terrestrial","Global","01 October 2017",NA,"Agriculture & aquaculture;Biological resource use;Invasive and other problematic species, genes & diseases;Climate change & severe weather","Forest;Shrubland;Artificial/Terrestrial"
"Giant Hispaniolan Galliwasp","animalia","reptilia","chordata","Celestus anelpistus","anguidae","anelpistus","squamata","celestus",2016,"Unknown","Neotropical","Terrestrial","Global","20 July 2015",NA,"Agriculture & aquaculture;Invasive and other problematic species, genes & diseases","Forest"
"Blue-crowned Laughingthrush","animalia","aves","chordata","Garrulax courtoisi","leiotrichidae","courtoisi","passeriformes","garrulax",2017,"Decreasing","Indomalayan","Terrestrial","Global","01 October 2016",NA,"Residential & commercial development;Transportation & service corridors;Biological resource use","Forest;Shrubland"
NA,"animalia","actinopterygii","chordata","Haplochromis apogonoides","cichlidae","apogonoides","perciformes","haplochromis",2010,"Decreasing","Afrotropical","Freshwater (=Inland waters)","Global;Pan-Africa;Eastern Africa","31 March 2010",NA,"Biological resource use;Invasive and other problematic species, genes & diseases;Pollution","Wetlands (inland)"
NA,"animalia","actinopterygii","chordata","Haplochromis hiatus","cichlidae","hiatus","perciformes","haplochromis",2010,"Decreasing","Afrotropical","Freshwater (=Inland waters)","Global;Pan-Africa;Eastern Africa","31 March 2010",NA,"Biological resource use;Invasive and other problematic species, genes & diseases;Pollution","Wetlands (inland)"
NA,"animalia","gastropoda","mollusca","Pseudocleopatra dartevellei","paludomidae","dartevellei","sorbeoconcha","pseudocleopatra",2010,"Unknown","Afrotropical","Freshwater (=Inland waters)","Global;Pan-Africa;Central Africa","05 June 2008",NA,"Biological resource use;Pollution","Wetlands (inland)"
NA,"animalia","gastropoda","mollusca","Jubaia aethiopica","bithyniidae","aethiopica","littorinimorpha","jubaia",2010,"Unknown","Afrotropical","Freshwater (=Inland waters)","Global;Pan-Africa;Northeastern Africa","23 April 2008",NA,"","Wetlands (inland)"
NA,"animalia","gastropoda","mollusca","Giustia costata","hydrobiidae","costata","littorinimorpha","giustia",2010,"Unknown","Palearctic","Freshwater (=Inland waters)","Global;Pan-Africa;Northern Africa","19 October 2007",NA,"Natural system modifications;Pollution","Wetlands (inland)"
NA,"animalia","gastropoda","mollusca","Pseudogibbula cara","assimineidae","cara","littorinimorpha","pseudogibbula",2010,"Unknown","Afrotropical","Freshwater (=Inland waters)","Global;Pan-Africa;Central Africa","03 June 2008",NA,"","Wetlands (inland)"
NA,"animalia","gastropoda","mollusca","Attebania bernasconii","hydrobiidae","bernasconii","littorinimorpha","attebania",2010,"Unknown","Palearctic","Freshwater (=Inland waters)","Global;Pan-Africa;Northern Africa","19 October 2007",NA,"Natural system modifications;Pollution","Wetlands (inland)"
NA,"animalia","gastropoda","mollusca","Valvatorbis mauritii","assimineidae","mauritii","littorinimorpha","valvatorbis",2010,"Unknown","Afrotropical","Freshwater (=Inland waters)","Global;Pan-Africa;Central Africa","03 June 2008",NA,"Biological resource use;Pollution","Wetlands (inland)"
NA,"animalia","gastropoda","mollusca","Gabbiella parva","bithyniidae","parva","littorinimorpha","gabbiella",2010,"Unknown","Afrotropical","Freshwater (=Inland waters)","Global;Pan-Africa;Eastern Africa","30 May 2004",NA,"Agriculture & aquaculture;Human intrusions & disturbance;Pollution","Wetlands (inland)"
NA,"animalia","gastropoda","mollusca","Delavaya dianchiensis","hydrobiidae","dianchiensis","littorinimorpha","delavaya",2011,"Unknown","Indomalayan","Freshwater (=Inland waters)","Global","22 July 2011",1000,"Natural system modifications;Pollution","Wetlands (inland)"
NA,"animalia","gastropoda","mollusca","Napaeus teobaldoi","enidae","teobaldoi","stylommatophora","napaeus",2011,"Unknown","Palearctic","Terrestrial","Global;Europe","25 March 2011",NA,"Residential & commercial development;Transportation & service corridors","Shrubland"
NA,"animalia","gastropoda","mollusca","Belgrandia alcoaensis","hydrobiidae","alcoaensis","littorinimorpha","belgrandia",2011,"Decreasing","Palearctic","Freshwater (=Inland waters)","Global;Europe","07 June 2011",NA,"Natural system modifications","Wetlands (inland)"
NA,"animalia","gastropoda","mollusca","Bulimulus reibischi","orthalicidae","reibischi","stylommatophora","bulimulus",2003,"Unknown","Neotropical","Terrestrial","Global","30 April 2003",NA,"Residential & commercial development;Agriculture & aquaculture;Transportation & service corridors;Invasive and other problematic species, genes & diseases","Shrubland;Grassland"
NA,"animalia","malacostraca","arthropoda","Cambarus tartarus","cambaridae","tartarus","decapoda","cambarus",2010,"Unknown","Nearctic","Freshwater (=Inland waters)","Global","01 June 2010",NA,"Pollution","Wetlands (inland)"
NA,"animalia","bivalvia","mollusca","Villosa perpurpurea","unionidae","perpurpurea","unionoida","villosa",2000,"Unknown","Nearctic","Freshwater (=Inland waters)","Global","30 June 2000",NA,"","Wetlands (inland)"
NA,"animalia","malacostraca","arthropoda","Barbouria cubensis","hippolytidae","cubensis","decapoda","barbouria",1996,NA,"Neotropical","Freshwater (=Inland waters)","Global","01 August 1996",NA,"",""
"Mixnitzer Zwergquellschnecke","animalia","gastropoda","mollusca","Belgrandiella styriaca","hydrobiidae","styriaca","littorinimorpha","belgrandiella",2010,"Decreasing","Palearctic","Freshwater (=Inland waters)","Global;Europe","14 December 2009",NA,"Natural system modifications;Pollution","Wetlands (inland)"
"Shima-akane","animalia","insecta","arthropoda","Boninthemis insularis","libellulidae","insularis","odonata","boninthemis",1996,NA,"Australasian","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","01 August 1996",NA,"",""
"Golden Lancehead","animalia","reptilia","chordata","Bothrops insularis","viperidae","insularis","squamata","bothrops",2004,"Stable","Neotropical","Terrestrial","Global","30 April 2004",NA,"Natural system modifications","Forest"
NA,"animalia","malacostraca","arthropoda","Bermudalana aruboides","cirolanidae","aruboides","isopoda","bermudalana",1996,NA,"Neotropical","Freshwater (=Inland waters)","Global","01 August 1996",NA,"",""
NA,"animalia","gastropoda","mollusca","Bulimulus tanneri","orthalicidae","tanneri","stylommatophora","bulimulus",2003,"Unknown","Neotropical","Terrestrial","Global","30 April 2003",NA,"Agriculture & aquaculture;Invasive and other problematic species, genes & diseases","Forest"
NA,"animalia","malacostraca","arthropoda","Cambarus zophonastes","cambaridae","zophonastes","decapoda","cambarus",2010,"Unknown","Nearctic","Freshwater (=Inland waters)","Global","01 June 2010",NA,"Biological resource use;Human intrusions & disturbance;Pollution","Wetlands (inland)"
NA,"animalia","gastropoda","mollusca","Arinia dentifera","diplommatinidae","dentifera","architaenioglossa","arinia",2004,"Decreasing","Indomalayan","Terrestrial","Global","30 April 2004",NA,"Energy production & mining;Biological resource use;Natural system modifications","Forest"
NA,"animalia","gastropoda","mollusca","Diplommatina madaiensis","diplommatinidae","madaiensis","architaenioglossa","diplommatina",2004,"Decreasing","Indomalayan","Terrestrial","Global","30 April 2004",NA,"Energy production & mining;Biological resource use;Natural system modifications","Forest"
NA,"animalia","gastropoda","mollusca","Opisthostoma inornatum","diplommatinidae","inornatum","architaenioglossa","opisthostoma",2004,"Decreasing","Indomalayan","Terrestrial","Global","30 April 2004",NA,"Energy production & mining;Biological resource use;Natural system modifications","Forest"
"Pass Stubfoot Toad","animalia","amphibia","chordata","Atelopus senex","bufonidae","senex","anura","atelopus",2008,"Decreasing","Neotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","01 January 2008",NA,"Biological resource use;Invasive and other problematic species, genes & diseases;Climate change & severe weather","Forest;Wetlands (inland)"
"Pichincha Giant Glass Frog","animalia","amphibia","chordata","Centrolene heloderma","centrolenidae","heloderma","anura","centrolene",2004,"Decreasing","Neotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","30 April 2004",NA,"Residential & commercial development;Agriculture & aquaculture;Biological resource use;Invasive and other problematic species, genes & diseases;Pollution;Climate change & severe weather","Forest;Wetlands (inland)"
NA,"animalia","amphibia","chordata","Hyloscirtus ptychodactylus","hylidae","ptychodactylus","anura","hyloscirtus",2004,"Decreasing","Neotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","30 April 2004",NA,"Residential & commercial development;Agriculture & aquaculture;Biological resource use;Invasive and other problematic species, genes & diseases;Pollution","Forest;Wetlands (inland)"
NA,"animalia","amphibia","chordata","Plectrohyla tecunumani","hylidae","tecunumani","anura","plectrohyla",2004,"Decreasing","Neotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","30 April 2004",NA,"Residential & commercial development;Agriculture & aquaculture;Biological resource use;Invasive and other problematic species, genes & diseases;Pollution","Forest;Grassland;Wetlands (inland);Caves and Subterranean Habitats (non-aquatic)"
"Hartweg's Spikethumb Frog","animalia","amphibia","chordata","Plectrohyla hartwegi","hylidae","hartwegi","anura","plectrohyla",2004,"Decreasing","Neotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","30 April 2004",NA,"Residential & commercial development;Agriculture & aquaculture;Biological resource use;Invasive and other problematic species, genes & diseases;Pollution","Forest;Wetlands (inland)"
NA,"animalia","gastropoda","mollusca","Bulimulus galapaganus","orthalicidae","galapaganus","stylommatophora","bulimulus",2003,"Unknown","Neotropical","Terrestrial","Global","30 April 2003",NA,"Agriculture & aquaculture;Invasive and other problematic species, genes & diseases",""
NA,"animalia","gastropoda","mollusca","Bulimulus habeli","orthalicidae","habeli","stylommatophora","bulimulus",2003,"Unknown","Neotropical","Terrestrial","Global","30 April 2003",NA,"Agriculture & aquaculture;Invasive and other problematic species, genes & diseases",""
NA,"animalia","gastropoda","mollusca","Bulimulus curtus","orthalicidae","curtus","stylommatophora","bulimulus",2003,"Unknown","Neotropical","Terrestrial","Global","30 April 2003",NA,"Agriculture & aquaculture;Invasive and other problematic species, genes & diseases","Shrubland"
NA,"animalia","amphibia","chordata","Colostethus jacobuspetersi","dendrobatidae","jacobuspetersi","anura","colostethus",2004,"Decreasing","Neotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","30 April 2004",NA,"Residential & commercial development;Agriculture & aquaculture;Biological resource use;Invasive and other problematic species, genes & diseases","Forest;Grassland;Wetlands (inland)"
NA,"animalia","amphibia","chordata","Hyloxalus delatorreae","dendrobatidae","delatorreae","anura","hyloxalus",2010,"Decreasing","Neotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","31 May 2004",NA,"Agriculture & aquaculture;Transportation & service corridors;Biological resource use;Invasive and other problematic species, genes & diseases","Grassland;Wetlands (inland)"
NA,"animalia","amphibia","chordata","Scinax alcatraz","hylidae","alcatraz","anura","scinax",2004,"Decreasing","Neotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","30 April 2004",NA,"Human intrusions & disturbance;Natural system modifications","Forest;Wetlands (inland);Artificial/Terrestrial"
NA,"animalia","insecta","arthropoda","Colophon montisatris","lucanidae","montisatris","coleoptera","colophon",1996,NA,"Afrotropical","Terrestrial","Global","01 August 1996",NA,"",""
NA,"animalia","insecta","arthropoda","Colophon cassoni","lucanidae","cassoni","coleoptera","colophon",1996,NA,"Afrotropical","Terrestrial","Global","01 August 1996",NA,"",""
"Montane Robber Frog","animalia","amphibia","chordata","Craugastor lineatus","craugastoridae","lineatus","anura","craugastor",2004,"Decreasing","Neotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","30 April 2004",NA,"Residential & commercial development;Agriculture & aquaculture;Natural system modifications;Invasive and other problematic species, genes & diseases;Pollution","Forest;Wetlands (inland)"
